﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10,,,,,,,1280x720,CCSH.txt,62,403,成功,h264,25.0,有音频,2.864,8,8
CCTV13,https://stream1.freetv.fun/f2306dc938a374481649dfb8c0cd797ab83abfaf988502de3b6d40a6ce6afdb0.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,25.0,有音频,1.467,156,128
CCTV10,https://stream1.freetv.fun/7323c2efe49f2613b76b504466d61dff2076e1f0c54b5d23d35d9b51f02123c8.m3u8,,,,,,,1280x720,CCSH.txt,102,403,成功,h264,25.0,有音频,1.226,156,128
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8,,,,,,,1280x720,CCSH.txt,503,200,成功,h264,25.0,有音频,1.311,24,20
CCTV12,https://migu.188766.xyz/?migutoken=cb9b97258ece52ca4d2d5780f6ca25ab&id=CCTV12&type=yy,,,,,,,1920x1080,CCSH.txt,57,403,成功,h264,28.0,有音频,0.510,144,116
CCTV11,https://stream1.freetv.fun/91c6c9a30aa46414e233ccad6dbcf8680e624440eadccb1ab8a7e16f5a37ba75.m3u8,,,,,,,1280x720,CCSH.txt,102,403,成功,h264,25.0,有音频,1.188,156,128
CCTV8,https://iptv.catvod.com/live.php?id=CCTV-8,,,,,,,1920x1080,CCSH.txt,71,200,成功,h264,30.0,有音频,0.583,156,128
CCTV10,https://www.freetv.top/migu/624878405.m3u8?migutoken=5783d6764a44078f77c189aa651d24d01f75d2491bf506a64e6beb4a124aa6939c36d394986e5113c18af52d6caa965b757edb8436760bd448a102e94fdfe0e89f12cbfcd443a8bbfff3b85a4a,,,,,,,1920x1080,CCSH.txt,230,200,成功,h264,30.0,有音频,0.896,156,128
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9,,,,,,,1280x720,CCSH.txt,173,403,成功,h264,25.0,有音频,2.786,8,8
CCTV10,https://stream1.freetv.fun/eebadcfaecdf8fdfc207da4e2201043e5c7f5d79f56b03f1e44d17886d7546f5.m3u8,,,,,,,1280x720,CCSH.txt,104,403,成功,h264,25.0,有音频,1.221,156,128
CCTV8,https://stream1.freetv.fun/0a41a74a908f871b3e73f9381b831e6bdf23a89efb600e3c5d4532c0a8e7f6e8.m3u8,,,,,,,1280x720,CCSH.txt,7,403,成功,h264,25.0,有音频,1.470,156,128
CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=6da0b98d673331a792733285434b6f75aefe1d72574d51d388f210f853362b7f5cd07a7969ae76778b0d05129f6c205abeb3a168906b638ece23bdde93d5a86f47482052cd9b44f53ceefb2207,,,,,,,1920x1080,CCSH.txt,242,200,成功,h264,30.0,有音频,0.973,140,116
CCTV12,https://stream1.freetv.fun/fd8feeadf3d281587366a5c57dfb6fe54baef1a61e6704b5e769aeccbcaf79f9.m3u8,,,,,,,1280x720,CCSH.txt,8,403,成功,h264,25.0,有音频,1.201,156,128
CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=dd69c6da4ca875bfa3b2c373a896be579823c971f68c14aae1624ddc25a0b5bbf046484c0809601c25014abc49cfbf2f72bf0c59ab5ff81f304a187856c7a50e4d2b12f9eaf5d5627b50786e85,,,,,,,1920x1080,CCSH.txt,238,200,成功,h264,30.0,有音频,0.751,140,116
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=62d20d22fd1224adeba9b74536972a699d7cb5710d1c14265aae4924f49dd7cebbdb76c522c3c36746ae793b0063d0788947d713f80518111e5fa48d30eef2f548cced758ad50ed58a2f319266,,,,,,,1920x1080,CCSH.txt,248,200,成功,h264,30.0,有音频,0.822,140,116
CCTV13,https://stream1.freetv.fun/aaa30639b476e110eef808c80fbf65a245512c55858196f6f404a6ac68610a44.m3u8,,,,,,,1280x720,CCSH.txt,9,403,成功,h264,25.0,有音频,1.405,156,128
CCTV11,https://www.freetv.top/migu/667987558.m3u8?migutoken=14896515d1514a4437b9fc787f82cc339fe93aeeb6c156d0db550c36ad47ad15227653e5e1212a901544141c80eaeb141492d17e72b51ec0f8367c6081e6f56027d717b45ee0502bd44fc7b295,,,,,,,1920x1080,CCSH.txt,244,200,成功,h264,30.0,有音频,0.925,156,128
CCTV11,https://stream1.freetv.fun/380fd2a0e12a88935db9c3b90b011270ffebeaa45361fe123a2db80942184264.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,25.0,有音频,1.450,156,128
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=de4dac1e023dc5afe3e7c62341d5d7b0d315543badb4a09eb185cc1939351c71896ff533cde8be64c3fccafb6c55ed0228850a0f274064a2ac892613f1a71f2d5d6895c1dd2552150c4d9f9bc1,,,,,,,1920x1080,CCSH.txt,245,200,成功,h264,30.0,有音频,0.862,8,8
CCTV14,https://stream1.freetv.fun/434a2477095cfbf70002e6227c044b94ee1aadb84750977ca5db1af4e09a53eb.m3u8,,,,,,,1280x720,CCSH.txt,15,403,成功,h264,25.0,有音频,1.450,156,128
CCTV14,https://stream1.freetv.fun/83461ebfd58cb4e8f2b1f8582cec3c09dfaf945443cc97f13750342a92d55b41.m3u8,,,,,,,1920x1080,CCSH.txt,6,403,成功,h264,25.0,有音频,6.716,136,111
CCTV7,http://yp.qqqtv.top/1/api.php?id=CCTV-7HD&auth=666858,,,,,,,1920x1080,CCSH.txt,288,200,成功,h264,25.0,有音频,2.625,16,12
CCTV8,https://stream1.freetv.fun/f93e3ef4f01e4696e90224ac98d6232c9b3e307da4eeb4309082d7df89c83049.m3u8,,,,,,,1280x720,CCSH.txt,7,403,成功,h264,25.0,有音频,1.423,156,128
CCTV15,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8,,,,,,,1280x720,CCSH.txt,28,403,成功,h264,25.0,有音频,1.196,156,128
CCTV14,https://iptv.catvod.com/live.php?id=CCTV-14,,,,,,,1920x1080,CCSH.txt,69,200,成功,h264,30.0,有音频,0.580,156,128
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3,,,,,,,1920x1080,CCSH.txt,235,200,成功,h264,30.0,有音频,0.883,156,128
CCTV11,https://stream1.freetv.fun/8feb8630d696cc1b00fc6689b933f13c899a4326fd16df1bdba40c6acd1df63e.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,25.0,有音频,1.240,156,128
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=7270a64d821d9de391cdabdf9685e61de5c0929c8486a24ac167aea6279189e5577fd24dce303030fbf1bec432df053fc57698fb48b6285a78bab608e954345314604511e497b104c51f5dc0cd,,,,,,,1920x1080,CCSH.txt,243,200,成功,h264,30.0,有音频,0.738,140,116
CCTV10,https://stream1.freetv.fun/6f4489c5bc615294be1c5af5c9abd1f0b3d4e9728da4a010e6385f2ca11facb0.m3u8,,,,,,,1280x720,CCSH.txt,23,403,成功,h264,25.0,有音频,1.220,156,128
CCTV15,https://stream1.freetv.fun/1fb9b8c68cdc4c18d756b5fb61316915d0e4de2daa80ffd61508ad252acd7a66.m3u8,,,,,,,1280x720,CCSH.txt,108,403,成功,h264,25.0,有音频,1.234,156,128
CCTV9,https://stream1.freetv.fun/ce906185e5183caa03ebb206c510ef636fb84841239d53fb4312737adcb7d53a.m3u8,,,,,,,1280x720,CCSH.txt,7,403,成功,h264,25.0,有音频,1.206,156,128
CCTV15,https://stream1.freetv.fun/68e30c36f40d9c89b681379d0dc910f0e0fc80c838759dd5194422f946515f76.m3u8,,,,,,,1280x720,CCSH.txt,16,403,成功,h264,25.0,有音频,1.216,156,128
CCTV10,https://www.freetv.top/migu/624878405.m3u8?migutoken=57856cbec134c6ff7a049829b18cdb5c22c6e65b4d00db56bf05367137ce52b45d1641ce2d193f0e2bc4b2fb3a0253c58dcd15e7ccd521b07f795e8bc2e63a68c24bb377becebc67f96cd23d21,,,,,,,1920x1080,CCSH.txt,234,200,成功,h264,30.0,有音频,0.968,140,116
CCTV11,https://stream1.freetv.fun/bd26ce297532d5423d61f7d895a47df82cacfee0a5987faaf4202574329d7686.m3u8,,,,,,,1280x720,CCSH.txt,107,403,成功,h264,25.0,有音频,1.236,156,128
CCTV17,https://stream1.freetv.fun/b6866815f985fb51d1a8c195ef73afbd858d740c62358e35b9f665896b40dd91.m3u8,,,,,,,1280x720,CCSH.txt,19,403,成功,h264,25.0,有音频,1.234,156,128
CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=a099c4781935e65ce141b770794c3b43ae66c9cff99a441ab85b8a676ceb9472ea0e60b610403e97c019904f7c814c2524dc1f8f884664706b7b5a1ce4fd076c7f8c776c9d73f4a0fc12b259f3,,,,,,,1920x1080,CCSH.txt,246,200,成功,h264,30.0,有音频,0.888,140,116
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=2ea304b199bfe39629418c1d50b3c9f34ba06712c9c7922a614411768b18496280cdfdee913572bdb8d1cdd3d5763460f2f0aea6c7a51095aaf66f1eb8f43ce6edbbeac22c35e78ecc39dbdf27,,,,,,,1920x1080,CCSH.txt,231,200,成功,h264,30.0,有音频,0.903,140,116
CCTV11,https://stream1.freetv.fun/dcd677dc3f9178f01747897336aa53a4b8bc6a4a38157873c7520bed79dad523.m3u8,,,,,,,1280x720,CCSH.txt,116,403,成功,h264,25.0,有音频,1.228,156,128
CCTV17,https://www.freetv.top/migu/673168256.m3u8?migutoken=81ac3a9691673bbadc0abb61895a65f76edc831fc677379a77bb8b59f97b6bf03a0118033076f6f6ee6b852a9bd9b8204c27e76c8b5b659afde87697572ce5f71ff18b17f5d69edaa8778bf462,,,,,,,1920x1080,CCSH.txt,233,200,成功,h264,30.0,有音频,0.721,140,116
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=77954cedc9129b5a32fc5051e38d53f2a899c7ac8a3816f202e171a39033d50f1e215095f4684658c35d35acfba5b76b4dfc1a9a6a0ec9fa3c481dee98b5d3f1cb4420d2aa955486a1f38d735e,,,,,,,1920x1080,CCSH.txt,241,200,成功,h264,30.0,有音频,1.028,140,116
CCTV9,https://stream1.freetv.fun/596c7e7a97fd5105d27b270383457785e99b9c41185668296141df8483997729.m3u8,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,25.0,有音频,1.186,156,128
CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=850e10c4b3e2559846e644627d1497207d19de95ff18847d49e0964a8624df5197b1262ebe2daea9c3cfc41d24fec5145f55e042a0eec5e360ac914bf90f7be722595f32839fa076275e91b466,,,,,,,1920x1080,CCSH.txt,247,200,成功,h264,30.0,有音频,0.868,8,8
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=7a9f631c12e3f260a1be234f09172421b9cb241df766874aae8a36485a148b231acfe7a255db39c6e6affcb6015c80f4607fcc3301cfb28d121090c6eef969c85d1a23a3a6e649c0557dda6ae3,,,,,,,1920x1080,CCSH.txt,268,200,成功,h264,30.0,有音频,0.746,156,128
CCTV16,https://stream1.freetv.fun/3fa27f5bf8136b49f28d477a805f1219c588cf21ffbada685497c73431d20c6e.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,25.0,有音频,1.204,156,128
CCTV10,https://stream1.freetv.fun/e80c42bf7edf60df8a31f6bd221d0798622512c7c3adc6f3fe2bae17dfed5b97.m3u8,,,,,,,1280x720,CCSH.txt,8,403,成功,h264,25.0,有音频,1.431,156,128
CCTV12,https://stream1.freetv.fun/51337667e5647403507b5d7923c277b8154168e635f0401f2a4221c4d2ef9861.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.933,156,128
东南卫视,https://stream1.freetv.fun/2a6b77e8aa07ad2ed1d1f9500e039043679d28639fa644a0fc9d1d7e6b9064d1.m3u8,,,,,,,1280x720,CCSH.txt,17,403,成功,h264,25.0,有音频,1.687,140,116
东南卫视,https://stream1.freetv.fun/2544012f0eb40e4c9acd86ed82a7059a87e3e11e4d1c2392beeab49bcac11cbd.m3u8,,,,,,,1280x720,CCSH.txt,26,403,成功,h264,25.0,有音频,1.711,140,116
吉林卫视,https://stream1.freetv.fun/38240e72b022695ae8540afd97ceab0e05e41c051da4785343d3a0fb1e3bbd80.m3u8,,,,,,,1280x720,CCSH.txt,59,403,成功,h264,25.0,有音频,1.731,140,116
四川卫视,https://stream1.freetv.fun/d98c7f303ea63c074b5a81788a7924c793425bcbb6a904b9b9e8e9355fb3db67.m3u8,,,,,,,1280x720,CCSH.txt,25,403,成功,h264,25.0,有音频,1.824,140,116
吉林卫视,https://stream1.freetv.fun/9548f79ce5b5396866119a617e8de99fc6f0440a466527055f4489c6c510bdcf.m3u8,,,,,,,1280x720,CCSH.txt,54,403,成功,h264,25.0,有音频,1.999,140,116
湖南卫视,https://stream1.freetv.fun/a1f6a19e5c3cb69d177c2c23685c4f9a9fff147858f762c1f009ca40d91bd2aa.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.994,140,116
东方卫视,https://stream1.freetv.fun/7e289f331f52384fae58e2989a59322326324c8031a19553720d72e60bbfe02c.m3u8,,,,,,,1280x720,CCSH.txt,52,403,成功,h264,25.0,有音频,1.827,140,116
安徽卫视,https://stream1.freetv.fun/9c9db38199b42fd1dab2e638a2078d83cbb2548aa664d7bfcce3a78570a2051a.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.960,140,116
吉林卫视,https://stream1.freetv.fun/8543613a4b69a8de52f4a1fa8052115426d328c8ee5989951dccffaedeace382.m3u8,,,,,,,1280x720,CCSH.txt,42,403,成功,h264,25.0,有音频,1.404,140,116
东南卫视,https://stream1.freetv.fun/1b017b0a29ee9bd708f5678c1831a6b7a3847facc65fd93ab305d96fda185e13.m3u8,,,,,,,1280x720,CCSH.txt,21,403,成功,h264,25.0,有音频,1.505,140,116
吉林卫视,https://stream1.freetv.fun/4294145909267be7e86b955a199ed4f03eeffa51273f469784c9bdf585c51593.m3u8,,,,,,,1280x720,CCSH.txt,65,403,成功,h264,25.0,有音频,1.291,140,116
海南卫视,https://stream1.freetv.fun/c07f118cdd595588f817c5025f96202d77a8a69fc1ab1354580d08871cdd0b6e.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.375,140,116
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8,,,,,,,1920x1080,CCSH.txt,243,200,成功,h264,25.0,有音频,1.775,20,20
四川卫视,https://stream1.freetv.fun/197fd35f48748ce2cffdf9f0f2e86ecd3081f95a21c30c5b609824774f52a916.m3u8,,,,,,,1280x720,CCSH.txt,220,403,成功,h264,25.0,有音频,1.690,140,116
东南卫视,https://t.freetv.fun/live/dong-nan-wei-shi-5.m3u8,,,,,,,1920x1080,CCSH.txt,22,403,成功,h264,50.0,有音频,1.989,8,8
四川卫视,https://stream1.freetv.fun/afdc38e58290c4d7c18a29077299ff3b1e4219cf804a616c7743063427a42eb0.m3u8,,,,,,,1280x720,CCSH.txt,217,403,成功,h264,25.0,有音频,1.745,140,116
安徽卫视,https://stream1.freetv.fun/aa9b31c1dbeffb511830532e0b8f1413b48dd2c61e59e843d19ba9fc3a073241.m3u8,,,,,,,1920x1080,CCSH.txt,39,403,成功,h264,50.0,有音频,2.055,8,8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8,,,,,,,1920x1080,CCSH.txt,1497,200,成功,h264,25.0,有音频,2.024,140,116
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-4.php,,,,,,,1920x1080,CCSH.txt,17,403,成功,hevc,25.0,有音频,6.264,36,28
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-31.m3u8,,,,,,,640x360,CCSH.txt,22,403,成功,h264,25.0,有音频,2.762,129,105
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8,,,,,,,1920x1080,CCSH.txt,1290,200,成功,h264,25.0,有音频,3.532,137,113
厦门卫视,https://stream1.freetv.fun/fa7f6e9ffa48876e0a0c01d13236367138a865a5ebda64b80d0398a29ee8cdb7.m3u8,,,,,,,1280x720,CCSH.txt,218,403,成功,h264,25.0,有音频,1.262,140,116
浙江卫视,https://stream1.freetv.fun/d35587d65e53779a3e25010f6839792d5a4430a22824793ec4b997e2c4ab3098.m3u8,,,,,,,1280x720,CCSH.txt,23,403,成功,h264,25.0,有音频,1.504,140,116
海南卫视,https://stream1.freetv.fun/5d130292bc5632370395fb0b2cb1aa590d090e4d21a36435ab8d62eb9232d106.m3u8,,,,,,,1280x720,CCSH.txt,51,403,成功,h264,25.0,有音频,1.398,140,116
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8,,,,,,,1920x1080,CCSH.txt,231,200,成功,h264,25.0,有音频,2.311,8,8
浙江卫视,https://stream1.freetv.fun/0df862875bddfc375a0013f39f6b8787ba04f39160fa0449e305f8952e8209e9.m3u8,,,,,,,1280x720,CCSH.txt,23,403,成功,h264,25.0,有音频,1.302,140,116
安徽卫视,https://stream1.freetv.fun/906b7dfc8501d563ce9e6384ef2b315281f4c89810d86a84adaa146096498593.m3u8,,,,,,,1280x720,CCSH.txt,20,403,成功,h264,25.0,有音频,1.490,140,116
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,296,200,成功,h264,25.0,有音频,6.737,16,12
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=1b29e441e8d640f9f4d3b7f1798bd6cd0036bcfcab7fb7353718a02767b7d7a91bd78405a1b2ae2b5a477e2b6964c8e1c10e40b15cf06fc2a353f8968e69c78ea27ea0e65ab6eaf17ed9e0b8bc,,,,,,,1920x1080,CCSH.txt,311,200,成功,h264,30.0,有音频,1.440,140,116
吉林卫视,https://migu.188766.xyz/?migutoken=a0ff3339a4dd1d67b67a82af6c10e045&id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy,,,,,,,854x480,CCSH.txt,75,403,成功,h264,25.0,有音频,5.932,8,8
厦门卫视,https://stream1.freetv.fun/1d1f4ee3272778c3d7965079694c5fa2b4daae8342dfb55a91a721fa64d486fb.m3u8,,,,,,,1280x720,CCSH.txt,24,403,成功,h264,25.0,有音频,1.387,140,116
深圳卫视,http://116.76.254.170:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,445,200,成功,h264,25.0,有音频,1.909,38,32
北京卫视,http://111.221.137.234:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,440,200,成功,h264,25.0,有音频,1.839,8,8
吉林卫视,https://stream1.freetv.fun/3638ffacb0a80fe415a91a12d71855c28bef9292217f9428a9ad860901524711.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.243,140,116
东南卫视,http://k.061899.xyz/k.php?id=dnws,,,,,,,1280x720,CCSH.txt,467,403,成功,h264,25.0,有音频,2.386,8,8
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-21.m3u8,,,,,,,1920x1080,CCSH.txt,218,403,成功,h264,25.0,有音频,3.109,140,116
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws,,,,,,,3840x2160,CCSH.txt,3267,403,成功,hevc,50.0,有音频,7.848,36,28
厦门卫视,https://stream1.freetv.fun/c71a50d5cca22f2d65d97b8c3a3fb64d48fd6446bdba4c5a08135de2b235e837.m3u8,,,,,,,1280x720,CCSH.txt,220,403,成功,h264,25.0,有音频,1.402,140,116
四川卫视,https://stream1.freetv.fun/570149aeadba6215aa6370c20ee7b85a3905bd412772b53ac1f2bad6488cfa81.m3u8,,,,,,,1280x720,CCSH.txt,23,403,成功,h264,25.0,有音频,1.405,140,116
湖南卫视,https://stream1.freetv.fun/4c9ed17b99d00d31663e2a1dd51e99df06d5e08390ddbdaae8c762e06420e26e.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.566,140,116
东南卫视,https://stream1.freetv.fun/a7c533ff91bfe374c28f5e6bf83d4abfb32c1ef0d50ab5d9e524ccf58e10f991.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.240,140,116
厦门卫视,https://stream1.freetv.fun/cf7c26c2c6876a650312f14d2cbc9ed0b6345e59f7bdfbea939572011d0c9955.m3u8,,,,,,,1280x720,CCSH.txt,227,403,成功,h264,25.0,有音频,1.387,140,116
四川卫视,http://111.221.137.234:44330/tsfile/live/0137_2.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,221,200,成功,h264,25.0,有音频,4.402,8,8
江苏卫视,https://stream1.freetv.fun/ab96b0ba87db2285506cd908301589912d6162c0fbae266f556585184a115dcb.m3u8,,,,,,,1280x720,CCSH.txt,60,403,成功,h264,25.0,有音频,1.601,140,116
深圳卫视,https://stream1.freetv.fun/c88e71d3caecbd41fcc101d5b8fa25130581f9c7e8341dc5af20b30af6612aff.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.650,140,116
吉林卫视,https://stream1.freetv.fun/b0b6373ee2e6ea207170635f86711774aa06812f4cf2aa9d1a5e9117188f98e2.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.293,140,116
江苏卫视,https://t.freetv.fun/live/jiang-su-wei-shi-6.m3u8,,,,,,,1920x1080,CCSH.txt,68,403,成功,h264,25.0,有音频,0.589,8,8
安徽卫视,https://stream1.freetv.fun/fd1949e201c9a2b869f8ae6c74edce04e66c6e43897de0091916986770c24414.m3u8,,,,,,,1280x720,CCSH.txt,12,403,成功,h264,25.0,有音频,1.219,140,116
海南卫视,https://stream1.freetv.fun/7ab08bcfc83cd137133cc784cb28eb619716a6c9b5d68842adadd33f75f2560c.m3u8,,,,,,,1280x720,CCSH.txt,17,403,成功,h264,25.0,有音频,1.448,140,116
浙江卫视,https://stream1.freetv.fun/5ffc0c126720cc8b92d57ecd040c3eab0f42b12a63351a984b59f3a6a476735e.m3u8,,,,,,,1280x720,CCSH.txt,16,403,成功,h264,25.0,有音频,1.384,140,116
东南卫视,http://m.061899.xyz/mg/dnws,,,,,,,1280x720,CCSH.txt,249,403,成功,h264,25.0,有音频,2.128,8,8
北京卫视,https://stream1.freetv.fun/9a04539c74e46e6df1cc2314f4ad5b56e4f9183117ddabcaa54faf0f6fd2f6e4.m3u8,,,,,,,1280x720,CCSH.txt,17,403,成功,h264,25.0,有音频,1.380,140,116
四川卫视,https://stream1.freetv.fun/1fee1f6d31944264f93ad34a35e6a3828918420f86b3f91ce5d6696131dca610.m3u8,,,,,,,1280x720,CCSH.txt,224,403,成功,h264,25.0,有音频,1.410,140,116
江苏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTkvaW5kZXgubTN1OA==,,,,,,,1920x1080,CCSH.txt,446,200,成功,hevc,25.0,有音频,3.884,42,34
海南卫视,https://stream1.freetv.fun/fb1d0f729749f8b3c605962ba1033c627c55f4dc7c38a5f4a8f65e3ed0d1b814.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.410,140,116
东南卫视,https://stream1.freetv.fun/f15a5eae2b1ff31b04ac49128210355c6eefafef8947578068c324a46f006cfe.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.274,140,116
四川卫视,https://stream1.freetv.fun/a4fd9fe1601ae0bc171653ec9e7056ffc25b4db1c0b9b2c51f93629dbef064ae.m3u8,,,,,,,1280x720,CCSH.txt,20,403,成功,h264,25.0,有音频,1.443,140,116
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-4.m3u8,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,25.0,有音频,2.645,140,116
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-17.m3u8,,,,,,,1920x1080,CCSH.txt,223,403,成功,h264,25.0,有音频,3.891,140,116
北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-2.m3u8,,,,,,,1920x1080,CCSH.txt,226,403,成功,h264,25.0,有音频,0.901,8,8
浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-1-1.m3u8,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,25.0,有音频,3.148,140,116
东方卫视,https://stream1.freetv.fun/e3d4f185eb27d026fd51e6f45e4151ef3a2b76e097db4754a485865d9467aebc.m3u8,,,,,,,1280x720,CCSH.txt,19,403,成功,h264,25.0,有音频,1.248,140,116
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=09c24b255d931b105b2a0e0e73a2fce2a18eee043d7a80fc7edd3f45e8733a027c9a3344cf85daf80107cb437dc0f0309e092eddf78b6e8fad23169f7600e832abe4c34f59e2db45f1ef90144c,,,,,,,1920x1080,CCSH.txt,317,200,成功,h264,30.0,有音频,1.211,140,116
厦门卫视,https://stream1.freetv.fun/b141ea6ce9d451944bdbb8a936f68e89d95ae4084af344105a486cd0d717debd.m3u8,,,,,,,1280x720,CCSH.txt,228,403,成功,h264,25.0,有音频,1.645,140,116
浙江卫视,http://218.17.33.178:53290/tsfile/live/0124_1.m3u8,,,,,,,1920x1080,CCSH.txt,434,200,成功,h264,25.0,有音频,7.400,16,12
东南卫视,https://stream1.freetv.fun/e107cbdb3db41f72a62c05f652a6cebd52ca23bdc40477d2effd2fabf63d0b8a.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.296,140,116
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86%E5%8F%B0,,,,,,,1920x1080,CCSH.txt,74,200,成功,h264,30.0,有音频,0.792,156,128
深圳卫视,https://stream1.freetv.fun/050a5064b02266de9cb307e22340bde7b9869e556d26e034323423e07deb99d1.m3u8,,,,,,,1280x720,CCSH.txt,19,403,成功,h264,25.0,有音频,1.602,140,116
四川卫视,https://stream1.freetv.fun/9bb3a53b6db62ecb53c69b99d4b342269873b573e1132398147a869414a76978.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,25.0,有音频,1.579,140,116
厦门卫视,https://stream1.freetv.fun/44ad572f8aed79d295c6d1436be94124e1348f4e866fa678b3a3e0313331eee4.m3u8,,,,,,,1280x720,CCSH.txt,198,403,成功,h264,25.0,有音频,1.354,140,116
浙江卫视,https://stream1.freetv.fun/11fc10d9b4476ff868ef1efabfd865c3b4dad45404751880cd469332b0488a19.m3u8,,,,,,,1280x720,CCSH.txt,22,403,成功,h264,25.0,有音频,1.315,140,116
湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-5.php,,,,,,,1920x1080,CCSH.txt,18,403,成功,hevc,25.0,有音频,4.194,16,12
