频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws,,,,,,,1920x1080,CCSH.txt,2715,200,成功,h264,1920x1080,30.0,有音频,9.039,5.0,9.0,,,0.0,0,0.0,待观察
TVB无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn,,,,,,,1920x1080,CCSH.txt,128,200,成功,h264,1920x1080,25.0,有音频,0.54,2.0,4.0,2.0,db19a4c46b03c1fe,5.0,9,0.0,动态源
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8,,,,,,,720x576,CCSH.txt,346,200,成功,mpeg2video,720x576,25.0,有音频,2.299,6.0,9.0,2.0,fcd452706aa39d0d,6.0,18,0.0,待观察
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8,,,,,,,720x576,CCSH.txt,252,200,成功,h264,720x576,50.0,有音频,6.889,5.0,8.0,0.0,a6d8506f38455ef8,6.0,6,0.0,待观察
湖北卫视,https://t.freetv.fun/live/hu-bei-wei-shi-11.php,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,3.809,1.0,0.0,0.0,f98a9231c6792ba9,42.0,42,0.0,动态源
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,291,200,成功,h264,1920x1080,25.0,有音频,14.68,1.0,3.0,0.0,a9f8f0a8d10f470f,24.0,24,0.0,动态源
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8,,,,,,,1920x1080,CCSH.txt,479,200,成功,h264,1920x1080,50.0,有音频,12.015,5.0,5.0,2.0,b4e08f4b3d53d948,13.0,15,0.0,待观察
重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,15.486,1.0,3.0,1.0,8f46e333533032cf,35.0,36,0.0,动态源
凤凰中文,https://t.freetv.fun/live/feng-huang-zhong-wen.m3u8,,,,,,,1280x720,CCSH.txt,6,403,成功,h264,1280x720,30.0,有音频,0.725,6.0,8.0,2.0,cc047723fee19f40,22.0,57,0.0,待观察
三沙卫视,https://stream1.freetv.fun/de612c9a7e60a728c4c7416f9f5767e6e1d998de42dc23a3e1c401afad4f4498.ctv,,,,,,,1280x720,CCSH.txt,5,403,成功,h264,1280x720,25.0,有音频,6.34,1.0,0.0,1.0,c1ba7601bed423ec,48.0,51,0.0,动态源
凤凰中文,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd,,,,,,,1280x720,CCSH.txt,724,200,成功,h264,1280x720,25.0,有音频,0.392,,,,,,0,0.0,待观察
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8,,,,,,,1920x1080,CCSH.txt,292,200,成功,h264,1920x1080,25.0,有音频,10.515,5.0,3.0,1.0,b51cd047d3cb0b93,28.0,30,0.0,动态源
农林卫视,https://migu.188766.xyz/?migutoken=e679506d58f7f5cc35cafb42ff22321e&id=%E4%B8%AD%E5%9B%BD%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1280x720,CCSH.txt,68,403,成功,h264,1280x720,25.0,有音频,3.977,2.0,0.0,1.0,9c63f7c789dc0988,4.0,6,0.0,动态源
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws#http://php.jdshipin.com:8880/xztv.php?id=ws,,,,,,,1920x1080,CCSH.txt,2397,200,成功,h264,1920x1080,25.0,有音频,5.998,1.0,0.0,0.0,eecd943393c0cbc1,3.0,3,0.0,待观察
凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB,,,,,,,1280x720,CCSH.txt,2386,200,成功,h264,1280x720,30.0,有音频,0.975,1.0,0.0,8.0,c932255b7cd96685,4.0,57,0.0,动态源
TVB明珠,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8,,,,,,,1920x1080,CCSH.txt,5718,200,成功,h264,1920x1080,25.0,有音频,6.107,1.0,0.0,4.0,8000000000000000,48.0,51,0.0,动态源
凤凰中文,http://27.41.245.32:801/hls/205/index.m3u8,,,,,,,720x576,CCSH.txt,460,200,成功,mpeg2video,720x576,25.0,有音频,2.185,5.0,2.0,2.0,b698e5c49a66656c,32.0,54,0.0,动态源
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8,,,,,,,720x576,CCSH.txt,482,200,成功,h264,720x576,25.0,有音频,3.59,5.0,0.0,1.0,dcd87472b327218d,45.0,54,0.0,动态源
内蒙古卫视,http://153.0.171.163:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,260,200,成功,h264,720x576,25.0,有音频,2.12,2.0,2.0,2.0,e4a43a5396985fb4,25.0,33,0.0,动态源
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8,,,,,,,1920x1080,CCSH.txt,302,200,成功,h264,1920x1080,25.0,有音频,7.576,5.0,4.0,1.0,99b072df99812727,27.0,30,0.0,动态源
凤凰资讯,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd,,,,,,,1280x720,CCSH.txt,1518,200,成功,h264,1280x720,30.0,有音频,3.112,,,,,,0,0.0,待观察
内蒙古卫视,http://221.2.148.205:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,249,200,成功,h264,720x576,50.0,有音频,2.226,1.0,0.0,1.0,d95d88718a738e33,24.0,27,0.0,动态源
陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-8.m3u8,,,,,,,1920x1080,CCSH.txt,15,403,成功,h264,1920x1080,50.0,有音频,3.328,5.0,6.0,0.0,fc50e21c5ced09a7,6.0,6,0.0,待观察
辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8,,,,,,,1920x1080,CCSH.txt,620,200,成功,h264,1920x1080,50.0,有音频,9.184,5.0,5.0,2.0,c3dc03bad423bac5,24.0,27,0.0,待观察
西藏卫视,https://stream1.freetv.fun/b718607feb115c74177b3dddec244d926258c77380863ab51f0427f4e0127602.m3u8,,,,,,,1920x1080,CCSH.txt,15,403,成功,h264,1920x1080,50.0,有音频,3.646,1.0,1.0,2.0,8517f83c0d6d371c,40.0,57,0.0,动态源
青海卫视,http://221.2.148.205:8154/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,251,200,成功,h264,1920x1080,25.0,有音频,8.001,5.0,9.0,,,0.0,0,0.0,待观察
重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-3.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,0.883,6.0,8.0,2.0,ddfc0189d49e3760,21.0,57,0.0,待观察
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8,,,,,,,720x576,CCSH.txt,572,200,成功,h264,720x576,50.0,有音频,15.673,5.0,6.0,0.0,ff8015150f0fc1f3,6.0,6,0.0,待观察
重庆卫视,http://111.221.137.234:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,1280x720,CCSH.txt,244,200,成功,h264,1280x720,25.0,有音频,5.071,2.0,1.0,2.0,c23469c959c7d656,36.0,51,0.0,动态源
大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-5.m3u8,,,,,,,1920x1080,CCSH.txt,100,403,成功,h264,1920x1080,25.0,有音频,3.513,2.0,3.0,2.0,dc07abd438b71994,30.0,54,0.0,动态源
大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-2.m3u8,,,,,,,1280x720,CCSH.txt,103,403,成功,h264,1280x720,25.0,有音频,0.788,1.0,0.0,1.0,9a78ed240d2b969e,43.0,57,0.0,动态源
陕西卫视,http://61.156.228.12:8154/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,530,200,成功,h264,720x576,50.0,有音频,1.983,5.0,3.0,1.0,a9fe687e521d8581,21.0,24,0.0,动态源
青海卫视,http://221.2.148.205:8154/tsfile/live/0140_1.m3u8,,,,,,,1920x1080,CCSH.txt,255,200,成功,h264,1920x1080,25.0,有音频,15.6,5.0,9.0,,,0.0,0,0.0,待观察
黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-12.m3u8,,,,,,,1920x1080,CCSH.txt,102,403,成功,h264,1920x1080,50.0,有音频,3.695,5.0,2.0,2.0,b4e08f4b3d53d948,18.0,24,0.0,动态源
河南卫视,https://t.freetv.fun/live/he-nan-wei-shi.php,,,,,,,1920x1080,CCSH.txt,101,403,成功,hevc,1920x1080,25.0,有音频,3.236,1.0,3.0,2.0,b54a4cb55b6ca45a,28.0,36,0.0,动态源
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8,,,,,,,1280x720,CCSH.txt,1206,200,成功,h264,1280x720,25.0,有音频,1.535,6.0,9.0,5.0,8e87b3f801fd2c61,1.0,6,0.0,待观察
TVB千禧经典,https://o11.163189.xyz/stream/live/tvbc/,,,,,,,1920x1080,CCSH.txt,12,200,成功,h264,1920x1080,50.0,有音频,0.912,6.0,7.0,2.0,94e1e33ccb336c4c,15.0,36,0.0,待观察
湖北卫视,https://stream1.freetv.fun/7278e895e1e512f548f3fd2c2e503a83f6946006f1aba27c986e95fd5960f592.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,0.582,6.0,8.0,2.0,ff7ef078b8e14080,21.0,54,0.0,待观察
黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-13.php,,,,,,,1920x1080,CCSH.txt,6,403,成功,hevc,1920x1080,25.0,有音频,4.315,5.0,4.0,1.0,cabcb5034af4b54a,23.0,24,0.0,动态源
内蒙古卫视,https://stream1.freetv.fun/33bfe49a1da64dcd96234a098dec28f99d9fd4b3e53983a624c22d7bea711e71.m3u8,,,,,,,720x576,CCSH.txt,4,403,成功,h264,720x576,25.0,有音频,2.978,1.0,0.0,1.0,8754b82dce83cfa1,45.0,51,0.0,动态源
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8,,,,,,,720x576,CCSH.txt,284,200,成功,h264,720x576,25.0,有音频,5.86,1.0,0.0,1.0,d19f9c8b08276795,46.0,51,0.0,动态源
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-7.ctv,,,,,,,854x480,CCSH.txt,18,403,成功,h264,854x480,25.0,有音频,4.729,5.0,9.0,,,0.0,0,0.0,待观察
西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-3.php,,,,,,,1920x1080,CCSH.txt,104,403,成功,hevc,1920x1080,25.0,有音频,3.25,2.0,2.0,2.0,c3d03c8fc370ad1e,26.0,33,0.0,动态源
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi-1.m3u8,,,,,,,1920x1080,CCSH.txt,103,403,成功,h264,1920x1080,50.0,有音频,2.422,2.0,3.0,2.0,c5c3333626271abd,36.0,57,0.0,动态源
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8,,,,,,,1280x720,CCSH.txt,57,200,成功,h264,1280x720,30.0,有音频,0.545,6.0,8.0,2.0,a197df69642a1d86,21.0,57,0.0,待观察
内蒙古蒙语卫视,https://t.freetv.fun/live/nei-meng-gu-meng-yu-wei-shi.m3u8,,,,,,,1920x1080,CCSH.txt,8,403,成功,h264,1920x1080,25.0,有音频,3.598,1.0,0.0,1.0,f1cdece8094f9660,56.0,57,0.0,动态源
湖北卫视,https://stream1.freetv.fun/11a27a1eb12a1c6020ea2f80804d50db752fbd4c2c7cf3c456dd309d9033a98c.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,3.604,1.0,3.0,1.0,c7790d040e5e372f,27.0,30,0.0,动态源
内蒙古卫视,http://221.2.148.205:8154/tsfile/live/0109_1.m3u8,,,,,,,720x576,CCSH.txt,246,200,成功,h264,720x576,50.0,有音频,2.199,5.0,2.0,1.0,d46a6c9f9136468d,16.0,18,0.0,动态源
黑龙江卫视,http://tvlist.top/jd/index.php?id=hljws&qt=183.224.122.114:8014,,,,,,,1920x1080,CCSH.txt,4697,200,成功,hevc,1920x1080,25.0,有音频,2.832,1.0,4.0,2.0,8c3331cccc33f9cc,15.0,21,0.0,动态源
内蒙古卫视,https://migu.188766.xyz/?migutoken=517fc2ced2c87ff5d24c4ef5ea37453c&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1,,,,,,,1920x1080,CCSH.txt,44,403,成功,h264,1920x1080,25.0,有音频,7.026,1.0,0.0,0.0,f2a6be14ad4a5c0d,6.0,6,0.0,动态源
湖北卫视,http://218.17.33.178:53290/tsfile/live/0132_1.m3u8?key=txiptv,,,,,,,1920x1080,CCSH.txt,225,200,成功,h264,1920x1080,25.0,有音频,2.374,1.0,0.0,0.0,cde413aa935e5386,21.0,21,0.0,动态源
重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-10.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,3.686,1.0,2.0,1.0,c0c48c2f27a3b7bc,33.0,36,0.0,动态源
黑龙江卫视,http://221.2.148.205:8154/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,250,200,成功,h264,1920x1080,50.0,有音频,3.094,5.0,8.0,0.0,d194ff86869f044d,3.0,3,0.0,待观察
河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-13.php,,,,,,,1920x1080,CCSH.txt,102,403,成功,h264,1920x1080,25.0,有音频,2.084,1.0,0.0,1.0,bffc409323c6b491,56.0,57,0.0,动态源
重庆卫视,http://221.2.148.205:8154/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,252,200,成功,h264,1920x1080,25.0,有音频,5.076,5.0,7.0,0.0,dede7d01652008f7,3.0,3,0.0,待观察
贵州卫视,http://gfr.x3322.net:9901/tsfile/live/1100_1.m3u8,,,,,,,1920x1080,CCSH.txt,473,200,成功,h264,1920x1080,25.0,有音频,2.217,1.0,6.0,0.0,c73e78cd192c03cd,15.0,15,0.0,动态源
青海卫视,https://t.freetv.fun/live/qing-hai-wei-shi-3.m3u8,,,,,,,854x480,CCSH.txt,6,403,成功,h264,854x480,25.0,有音频,2.611,2.0,3.0,2.0,d0f62e09c1f5a32b,5.0,9,0.0,动态源
西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-6.php,,,,,,,1920x1080,CCSH.txt,106,403,成功,h264,1920x1080,25.0,有音频,4.594,1.0,0.0,0.0,f106bef804a77b84,18.0,18,0.0,动态源
湖北卫视,https://migu.188766.xyz/?migutoken=9ce8cee147b666a41ccba5b8fd9d2b71&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1280x720,CCSH.txt,44,403,成功,h264,1280x720,25.0,有音频,2.988,,,,,,0,0.0,待观察
凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-6.ctv,,,,,,,1920x1080,CCSH.txt,6,403,成功,h264,1920x1080,28.0,有音频,1.248,1.0,0.0,8.0,fc87622b443cb3c6,3.0,57,0.0,动态源
TVB无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn,,,,,,,1920x1080,CCSH.txt,133,200,成功,h264,1920x1080,25.0,有音频,0.937,2.0,5.0,2.0,d310a4c56e43c3fe,8.0,15,0.0,动态源
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.m3u8,,,,,,,1920x1080,CCSH.txt,2757,200,成功,h264,1920x1080,25.0,有音频,2.102,2.0,0.0,1.0,e9eb1664a9b416a3,26.0,27,0.0,动态源
西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8?txiptv,,,,,,,720x576,CCSH.txt,243,200,成功,h264,720x576,50.0,有音频,6.463,5.0,9.0,0.0,d4e62b53092869fd,3.0,3,0.0,待观察
重庆卫视,https://stream1.freetv.fun/b6af4654cff784a3c2e7edd6a23b27c804fe4f54623331338e81dd36d6a9bb20.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,50.0,有音频,2.524,1.0,0.0,1.0,a89c6a3a9bca3e13,15.0,21,0.0,动态源
甘肃卫视,https://t.freetv.fun/live/gan-su-wei-shi.m3u8,,,,,,,1920x1080,CCSH.txt,103,403,成功,h264,1920x1080,25.0,有音频,0.852,6.0,7.0,2.0,8782ad6ad90ac9d7,22.0,54,0.0,待观察
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8,,,,,,,720x576,CCSH.txt,499,200,成功,h264,720x576,25.0,有音频,9.621,1.0,3.0,1.0,a55a656e52b15aa5,32.0,33,0.0,动态源
黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-2.php,,,,,,,1920x1080,CCSH.txt,6,403,成功,h264,1920x1080,50.0,有音频,3.591,1.0,1.0,2.0,b4e08f4b3d53d948,33.0,36,0.0,动态源
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8,,,,,,,1280x720,CCSH.txt,13,403,成功,h264,1280x720,25.0,有音频,1.385,6.0,1.0,7.0,cd92b66996816b96,45.0,57,0.0,动态源
大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-8.m3u8,,,,,,,1920x1080,CCSH.txt,105,403,成功,h264,1920x1080,25.0,有音频,3.961,5.0,2.0,8.0,d8e993f40b568e4a,3.0,45,0.0,动态源
湖北卫视,https://t.freetv.fun/live/hu-bei-wei-shi-1.m3u8,,,,,,,3840x2160,CCSH.txt,7,403,成功,hevc,3840x2160,50.0,有音频,13.658,5.0,7.0,0.0,c3c3c3c3c3c3c3c3,6.0,6,0.0,待观察
黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-4.m3u8,,,,,,,1920x1080,CCSH.txt,102,403,成功,h264,1920x1080,50.0,有音频,5.775,2.0,4.0,2.0,ab40ca3d629d57ac,31.0,51,0.0,动态源
兵团卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/01.m3u8?&HlsSubType=&encrypt=,,,,,,,1280x720,CCSH.txt,236,200,成功,h264,1280x720,25.0,有音频,3.333,,,,,,0,0.0,待观察
河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-7.php,,,,,,,1920x1080,CCSH.txt,103,403,成功,h264,1920x1080,50.0,有音频,7.458,5.0,9.0,0.0,bebfffd410884888,3.0,3,0.0,待观察
星空卫视,https://t.freetv.fun/live/xing-kong-wei-shi-3.m3u8,,,,,,,720x576,CCSH.txt,6,403,成功,h264,720x576,50.0,有音频,4.052,6.0,5.0,2.0,a14cb64b2dfe6116,26.0,51,0.0,待观察
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,264,200,成功,h264,1920x1080,50.0,有音频,7.887,5.0,5.0,2.0,c3dc03bad423bac5,13.0,15,0.0,待观察
西藏卫视,https://stream1.freetv.fun/f472b7f1026488727d44969d797eb060aa375af68479fe9b1359d81927da37f4.m3u8,,,,,,,1920x1080,CCSH.txt,26,403,成功,h264,1920x1080,25.0,有音频,4.392,1.0,0.0,0.0,8b3dc22cb95f2853,42.0,42,0.0,动态源
湖北卫视,https://www.freetv.top/migu/947472496.m3u8?migutoken=9bd305703117b6f1a9c2173244447e842908f2aec928c6d2a88e48e161877e502a2098f1870813f7673be0b35489dee17429bc5f241b1b21992b87b9e55379238e1a0cfe388465efacb4a6f6af,,,,,,,1920x1080,CCSH.txt,220,200,成功,h264,1920x1080,30.0,有音频,0.871,6.0,9.0,2.0,c1c1c19d7e666363,1.0,3,0.0,待观察
西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-4.php,,,,,,,1920x1080,CCSH.txt,107,403,成功,h264,1920x1080,25.0,有音频,4.525,1.0,0.0,0.0,c536da84b34c36e5,45.0,45,0.0,动态源
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8,,,,,,,720x576,CCSH.txt,1676,200,成功,h264,720x576,50.0,有音频,4.05,2.0,0.0,1.0,d00929ffdaf092f0,49.0,51,0.0,动态源
内蒙古卫视,https://migu.188766.xyz/?migutoken=d9cbc0a0b983f5660517bbb7c3a76642&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1,,,,,,,1920x1080,CCSH.txt,37,403,成功,h264,1920x1080,28.0,有音频,0.504,1.0,0.0,2.0,fc87622b443cb3c6,30.0,36,0.0,动态源
青海卫视,https://t.freetv.fun/live/qing-hai-wei-shi-1.m3u8,,,,,,,1920x1080,CCSH.txt,5,403,成功,h264,1920x1080,25.0,有音频,0.687,2.0,5.0,2.0,a15ec3253e9b50dc,27.0,57,0.0,动态源
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8?key=txiptv,,,,,,,720x576,CCSH.txt,4707,200,成功,h264,720x576,25.0,有音频,3.436,1.0,0.0,0.0,badadfd989c84c01,27.0,27,0.0,动态源
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27,,,,,,,1280x720,CCSH.txt,354,200,成功,h264,1280x720,29.96969696969697,有音频,0.689,5.0,5.0,0.0,d2942d626ead728b,24.0,24,0.0,待观察
河南卫视,http://120.76.248.139/live/bfgd/4200000339.m3u8,,,,,,,1920x1080,CCSH.txt,627,200,成功,h264,1920x1080,50.0,有音频,2.407,2.0,4.0,1.0,f4f00b8f61f1169a,10.0,15,0.0,动态源
凤凰香港,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn,,,,,,,1280x720,CCSH.txt,331,200,成功,h264,1280x720,25.0,有音频,0.67,2.0,2.0,2.0,c862279f1d255d95,13.0,21,0.0,动态源
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8,,,,,,,720x576,CCSH.txt,635,200,成功,h264,720x576,25.0,有音频,2.011,5.0,9.0,2.0,fbd440a594a81bde,5.0,15,0.0,待观察
兵团卫视,http://183.11.239.36:808/hls/7/index.m3u8,,,,,,,720x576,CCSH.txt,221,200,成功,h264,720x576,50.0,有音频,13.89,5.0,9.0,,,0.0,0,0.0,待观察
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8,,,,,,,720x576,CCSH.txt,264,200,成功,h264,720x576,25.0,有音频,5.179,1.0,0.0,1.0,e94997d4c0af55a8,47.0,48,0.0,动态源
大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-12.m3u8,,,,,,,1920x1080,CCSH.txt,7,403,成功,h264,1920x1080,25.0,有音频,3.85,2.0,1.0,1.0,e361e058d92adcda,28.0,36,0.0,动态源
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=,,,,,,,1280x720,CCSH.txt,3232,200,成功,hevc,1280x720,25.0,有音频,3.364,,,,,,0,0.0,待观察
陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-6.m3u8,,,,,,,1920x1080,CCSH.txt,6,403,成功,h264,1920x1080,50.0,有音频,2.643,5.0,5.0,1.0,d595a912ce9d11ec,22.0,24,0.0,待观察
河南卫视,https://t.freetv.fun/live/he-nan-wei-shi-4.php,,,,,,,1920x1080,CCSH.txt,108,403,成功,h264,1920x1080,25.0,有音频,3.66,1.0,1.0,1.0,da6593eae099641b,17.0,18,0.0,动态源
凤凰中文,https://t.freetv.fun/live/feng-huang-wei-shi-1.m3u8,,,,,,,1280x720,CCSH.txt,7,403,成功,h264,1280x720,25.0,有音频,1.262,1.0,2.0,8.0,cd92b66996816b96,39.0,57,0.0,动态源
兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-8.m3u8,,,,,,,720x576,CCSH.txt,5,403,成功,h264,720x576,50.0,有音频,9.562,5.0,9.0,,,0.0,0,0.0,待观察
凤凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0,,,,,,,720x576,CCSH.txt,793,200,成功,mpeg2video,720x576,25.0,有音频,5.474,1.0,1.0,1.0,d4bc6a8f356e42c2,38.0,42,0.0,动态源
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8,,,,,,,720x576,CCSH.txt,1397,200,成功,mpeg2video,720x576,25.0,有音频,3.168,2.0,0.0,1.0,97978166c52b899d,48.0,57,0.0,动态源
河南卫视,https://stream1.freetv.fun/ffacac75a2b34de3a026876e5d859a03fd4b3e011f9ccf610b1be7dbec46a5a7.m3u8,,,,,,,1920x1080,CCSH.txt,6,403,成功,h264,1920x1080,50.0,有音频,7.082,5.0,5.0,0.0,ba2b1190e432cf9f,18.0,18,0.0,待观察
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8,,,,,,,1280x720,CCSH.txt,3779,200,成功,h264,1280x720,25.0,有音频,4.89,1.0,0.0,1.0,90b333cc0ecc5a77,56.0,57,0.0,动态源
内蒙古卫视,https://stream1.freetv.fun/ac0f2b476395eb8e45c889a5743466f9428610d5da5ef76eba081aab72daa3ba.m3u8,,,,,,,1920x1080,CCSH.txt,4,403,成功,h264,1920x1080,50.0,有音频,19.865,5.0,9.0,,,0.0,0,0.0,待观察
贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8,,,,,,,1920x1080,CCSH.txt,298,200,成功,h264,1920x1080,25.0,有音频,19.844,1.0,3.0,1.0,841bd1d71e146ba7,25.0,27,0.0,动态源
西藏卫视,http://221.2.148.205:8154/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,1920x1080,CCSH.txt,246,200,成功,h264,1920x1080,50.0,有音频,13.281,5.0,8.0,0.0,aba134b7d4168e6c,3.0,3,0.0,待观察
A&R Canal Adventista (720p),http://51.222.9.192:3589/stream/play.m3u8,ARCanal.pa@SD,,,,https://i.imgur.com/ejRJqSI.png,Religious,960x720,iptv-org-all.txt,247,200,成功,h264,960x720,30.0,有音频,1.225,2.0,6.0,2.0,8ba9e656561aa52d,25.0,57,0.0,动态源
Al-Sahat TV (720p),https://assahat.b-cdn.net/Assahat/assahatobs/index.m3u8,AlSahatTV.ye@SD,,,,https://i.imgur.com/UVndAta.png,Religious,1024x768,iptv-org-all.txt,751,200,成功,h264,1024x768,30.0,有音频,1.618,6.0,7.0,2.0,e2865958da3969b6,23.0,57,0.0,待观察
ABN I AM,https://mediaserver.abnvideos.com/streams/i_am_.m3u8,,,,,,Undefined,640x360,iptv-org-all.txt,74,200,成功,h264,640x360,24.0,有音频,1.671,6.0,5.0,2.0,99826c6d2b72997c,27.0,57,0.0,待观察
13Max Televisión (1080p),http://coninfo.net:1935/13maxhd/live13maxtvnuevo/playlist.m3u8,13MaxTelevision.ar@SD,,,,https://i.imgur.com/QvF4l2t.png,General,1920x1080,iptv-org-all.txt,382,200,成功,h264,1920x1080,50.0,有音频,2.176,2.0,6.0,2.0,e0d68e299f96c61c,26.0,57,0.0,动态源
